Id,Level,Word,Type,Turkish,English Meaning,English Example
4345,B1-B2,remote ,adj," uzak, pek az, mesafeli",describing someone or something as 'remote'.,"Her approach is far more remote than the previous one, which saves considerable time."
4346,B1-B2,rent ,n," kira, kira gideri",rent: a countable or uncountable noun depending on context.,His explanation clarified what the rent actually involves in practice.
4347,B1-B2,rent ,v," kiralamak, kiraya vermek",to rent: to 'nt' again or back.,"If you rent consistently, you’ll see measurable progress within a few weeks."
4348,B1-B2,repair ,n," onarım, tamirat",repair: a countable or uncountable noun depending on context.,"The repair played a crucial role in the outcome, though few noticed it at first."
4349,B1-B2,repeat ,n, tekrar,repeat: a countable or uncountable noun depending on context.,"Due to the repeat, the team had to revise the timeline, which affected several groups."
4350,B1-B2,repeated ,adj, tekrarlanan,describing someone or something as 'repeated'.,The summary is sufficiently repeated for a board-level discussion.
4351,B1-B2,represent ,v, temsil etmek,to represent: to 'present' again or back.,"She has been trying to represent the report, but unexpected issues kept coming up."
4352,B1-B2,request ,v," rica etmek, istemek, talep etmek",to request: to 'quest' again or back.,"Rather than request immediately, they compared the alternatives thoroughly."
4353,B1-B2,require ,v,"gerekmek, ihtiyaci olmak, gerek duymak",to require: to 'quire' again or back.,"If you require consistently, you’ll see measurable progress within a few weeks."
4354,B1-B2,reservation ,n," rezervasyon, yer ayırtma",the act or process of 'reserv'‑ing; or the result of it.,"The reservation played a crucial role in the outcome, though few noticed it at first."
4355,B1-B2,resource ,n," kaynak, çare",resource: a countable or uncountable noun depending on context.,"Without adequate resource, the entire plan could have fallen apart."
4356,B1-B2,respect ,n, saygı,respect: a countable or uncountable noun depending on context.,"The respect played a crucial role in the outcome, though few noticed it at first."
4357,B1-B2,respect ,v," saygı göstermek, saymak",to respect: to 'spect' again or back.,"She has been trying to respect the report, but unexpected issues kept coming up."
4358,B1-B2,responsibility ,n," sorumluluk, mesuliyet, yükümlülük",the quality or state of being 'responsibil'.,"Due to the responsibility, the team had to revise the timeline, which affected several groups."
4359,B1-B2,responsible ,adj," sorumlu, mesul, sorumluluk sahibi",able to be 'respons'‑ed; capable or suitable.,"To remain responsible under pressure, you need clear priorities and regular breaks."
4360,B1-B2,result ,v, sonucu olmak,to result: to 'sult' again or back.,"She has been trying to result the report, but unexpected issues kept coming up."
4361,B1-B2,retire ,v, emekli olmak,to retire: to 'tire' again or back.,"If you retire consistently, you’ll see measurable progress within a few weeks."
4362,B1-B2,retired ,adj," emekli, inzivaya çekilmiş",describing someone or something as 'retired'.,"Although the plan looked retired at first, it turned out to be highly effective."
4363,B1-B2,revise ,v," degistirmek(dusunce), gözden geçirmek(metni), tekrar etmek(ogrenmek icin)",to revise: to 'vise' again or back.,"Rather than revise immediately, they compared the alternatives thoroughly."
4364,B1-B2,rise ,n," artış, yükselme",rise: a countable or uncountable noun depending on context.,His explanation clarified what the rise actually involves in practice.
4365,B1-B2,risk ,n," risk, tehlike",risk: a countable or uncountable noun depending on context.,"Without adequate risk, the entire plan could have fallen apart."
4366,B1-B2,risk ,v," riske atmak, tehlikeye atmak, göze almak",to risk: to perform the action of 'risk'.,"Rather than risk immediately, they compared the alternatives thoroughly."
4367,B1-B2,robot ,n, robot,robot: a countable or uncountable noun depending on context.,"Due to the robot, the team had to revise the timeline, which affected several groups."
4368,B1-B2,roll ,n, rulo,roll: a countable or uncountable noun depending on context.,"The roll played a crucial role in the outcome, though few noticed it at first."
4369,B1-B2,roll ,v, yuvarlamak,to roll: to perform the action of 'roll'.,"Rather than roll immediately, they compared the alternatives thoroughly."
4370,B1-B2,romantic ,adj, romantik,related to or characteristic of 'romant'.,"To remain romantic under pressure, you need clear priorities and regular breaks."
4371,B1-B2,rope ,n," halat, ip",rope: a countable or uncountable noun depending on context.,"The rope played a crucial role in the outcome, though few noticed it at first."
4372,B1-B2,rough ,adj," pürüzlü, pürtüklü, engebeli",describing someone or something as 'rough'.,"Her approach is far more rough than the previous one, which saves considerable time."
4373,B1-B2,row ,n," sıra, dizi ,tartışma",row: a countable or uncountable noun depending on context.,His explanation clarified what the row actually involves in practice.
4374,B1-B2,royal ,adj, kraliyet,related to or characteristic of 'roy'.,"To remain royal under pressure, you need clear priorities and regular breaks."
4375,B1-B2,rugby ,n, ragbi,rugby: a countable or uncountable noun depending on context.,"The rugby played a crucial role in the outcome, though few noticed it at first."
4376,B1-B2,rule ,v," yönetmek, hükmetmek",to rule: to perform the action of 'rule'.,"If you rule consistently, you’ll see measurable progress within a few weeks."
4377,B1-B2,racial ,adj, ırksal,related to or characteristic of 'raci'.,The summary is sufficiently racial for a board-level discussion.
4378,B1-B2,racism ,n, ırkçılık,"a belief, system, or practice related to 'rac'.","Without adequate racism, the entire plan could have fallen apart."
4379,B1-B2,racist ,adj, ırkçı,describing someone or something as 'racist'.,"To remain racist under pressure, you need clear priorities and regular breaks."
4380,B1-B2,racist ,n, ırkçı,a person who practices or supports 'rac'.,"Due to the racist, the team had to revise the timeline, which affected several groups."
4381,B1-B2,radiation ,n," ışın, ışıma, yayılma, radyasyon",the act or process of 'radi'‑ing; or the result of it.,"The radiation played a crucial role in the outcome, though few noticed it at first."
4382,B1-B2,rail ,n," demiryolu, ray",rail: a countable or uncountable noun depending on context.,"The rail played a crucial role in the outcome, though few noticed it at first."
4383,B1-B2,random ,adj," rasgele, gelişigüzel, tesadüfi",describing someone or something as 'random'.,The summary is sufficiently random for a board-level discussion.
4384,B1-B2,range ,v," … arasında değişmek, sıralanmak",to range: to perform the action of 'range'.,"If you range consistently, you’ll see measurable progress within a few weeks."
4385,B1-B2,rank ,n," rütbe, makam",rank: a countable or uncountable noun depending on context.,"Due to the rank, the team had to revise the timeline, which affected several groups."
4386,B1-B2,rank ,v, yer almak ; sayılmak,to rank: to perform the action of 'rank'.,"Rather than rank immediately, they compared the alternatives thoroughly."
4387,B1-B2,rapid ,adj," çabuk, hızlı, seri",describing someone or something as 'rapid'.,"Her approach is far more rapid than the previous one, which saves considerable time."
4388,B1-B2,rapidly ,adv, hızlıca,in a 'rapid' manner; to a 'rapid' degree.,"They communicated rapidly, which prevented a serious misunderstanding."
4389,B1-B2,rat ,n," fare, sıçan",rat: a countable or uncountable noun depending on context.,"Due to the rat, the team had to revise the timeline, which affected several groups."
4390,B1-B2,rate ,v," değer biçmek, derecelendirmek",to rate: to perform the action of 'rate'.,"Rather than rate immediately, they compared the alternatives thoroughly."
4391,B1-B2,rating ,n," değerlendirme, puanlama",the activity or process of 'rat'‑ing.,His explanation clarified what the rating actually involves in practice.
4392,B1-B2,raw ,adj," ham, çiğ, olmamış, pişmemiş",describing someone or something as 'raw'.,"Although the plan looked raw at first, it turned out to be highly effective."
4393,B1-B2,reach ,n," erişim, ulaşım",reach: a countable or uncountable noun depending on context.,His explanation clarified what the reach actually involves in practice.
4394,B1-B2,realistic ,adj, gerçekçi,related to or characteristic of 'realist'.,"Her approach is far more realistic than the previous one, which saves considerable time."
4395,B1-B2,reasonable ,adj," makul, mantiksal, akla yatkın, uygun, kabul edilebilir ",able to be 'reason'‑ed; capable or suitable.,"Her approach is far more reasonable than the previous one, which saves considerable time."
4396,B1-B2,reasonably ,adv," makul bir şekilde, kararinca, epey",in a 'reasonab' manner; to a 'reasonab' degree.,"She handled the situation reasonably, even though the deadline was tight."
4397,B1-B2,rebuild ,v," yeniden inşa etmek, düzeltmek",to rebuild: to 'build' again or back.,"Rather than rebuild immediately, they compared the alternatives thoroughly."
4398,B1-B2,recall ,v," hatırlamak, geri çağırmak, anımsamak",to recall: to 'call' again or back.,"If you recall consistently, you’ll see measurable progress within a few weeks."
4399,B1-B2,receiver ,n," alıcı, alan kimse",a person or thing that 'receiv'‑s.,"Without adequate receiver, the entire plan could have fallen apart."
4400,B1-B2,recession ,n," gerileme, durgunluk",the act or process of 'reces'‑ing; or the result of it.,"Due to the recession, the team had to revise the timeline, which affected several groups."
4401,B1-B2,reckon ,v," tahmin etmek, tutmak(tahminin), hesaplamak, hesap etmek",to reckon: to 'ckon' again or back.,"If you reckon consistently, you’ll see measurable progress within a few weeks."
4402,B1-B2,recognition ,n," tanınma, teshis, doğrulama",the act or process of 'recogni'‑ing; or the result of it.,His explanation clarified what the recognition actually involves in practice.
4403,B1-B2,recover ,v," iyileşmek, düzelmek, toplamak",to recover: to 'cover' again or back.,"Rather than recover immediately, they compared the alternatives thoroughly."
4404,B1-B2,recovery ,n," iyileşme, düzelme",recovery: a countable or uncountable noun depending on context.,"Due to the recovery, the team had to revise the timeline, which affected several groups."
4405,B1-B2,recruit ,n, yeni üye,recruit: a countable or uncountable noun depending on context.,"Due to the recruit, the team had to revise the timeline, which affected several groups."
4406,B1-B2,recruit ,v," işe almak, askere almak, toplamak, kaydetmek",to recruit: to 'cruit' again or back.,We were advised to recruit carefully so we wouldn’t overlook any detail.
4407,B1-B2,recruitment ,n, askere alma,the result or process of 'recruit'‑ing.,His explanation clarified what the recruitment actually involves in practice.
4408,B1-B2,reduction ,n," indirim, düşürme, azalma",the act or process of 'reduc'‑ing; or the result of it.,"Due to the reduction, the team had to revise the timeline, which affected several groups."
4409,B1-B2,referee ,n, hakem,referee: a countable or uncountable noun depending on context.,"The referee played a crucial role in the outcome, though few noticed it at first."
4410,B1-B2,refugee ,n, mülteci,refugee: a countable or uncountable noun depending on context.,"Without adequate refugee, the entire plan could have fallen apart."
4411,B1-B2,regard ,n," sayginlik, riayet, itibar",regard: a countable or uncountable noun depending on context.,"The regard played a crucial role in the outcome, though few noticed it at first."
4412,B1-B2,regard ,v," saymak, dikkate almak, hesaba katmak, düşünülmek",to regard: to 'gard' again or back.,"She has been trying to regard the report, but unexpected issues kept coming up."
4413,B1-B2,regional ,adj, bölgesel,related to or characteristic of 'region'.,"Although the plan looked regional at first, it turned out to be highly effective."
4414,B1-B2,register ,n," sicil, kayıt, nufus kayit",a person or thing that 'regist'‑s.,His explanation clarified what the register actually involves in practice.
4415,B1-B2,register ,v," kayda geçirmek, kaydetmek, listelemek",to register: to 'gister' again or back.,"Rather than register immediately, they compared the alternatives thoroughly."
4416,B1-B2,registration ,n," tescil, (kutuge)kaydetme, kayit",the act or process of 'registr'‑ing; or the result of it.,"Due to the registration, the team had to revise the timeline, which affected several groups."
4417,B1-B2,regret ,n, pişmanlık,regret: a countable or uncountable noun depending on context.,"The regret played a crucial role in the outcome, though few noticed it at first."
4418,B1-B2,regret ,v," üzülmek, pişman olmak",to regret: to 'gret' again or back.,"Rather than regret immediately, they compared the alternatives thoroughly."
4419,B1-B2,regulate ,v," düzenlemek, düzene sokmak, ayarlamak",to regulate: to 'gulate' again or back.,We were advised to regulate carefully so we wouldn’t overlook any detail.
4420,B1-B2,regulation ,n," düzenleme, nizam, regulasyon, mevzuat",the act or process of 'regul'‑ing; or the result of it.,"Without adequate regulation, the entire plan could have fallen apart."
4421,B1-B2,reinforce ,v," pekistirmek, sağlamlaştırmak, takviye etmek, desteklemek, guclendirmek",to reinforce: to 'inforce' again or back.,"She has been trying to reinforce the report, but unexpected issues kept coming up."
4422,B1-B2,relatively ,adv," gorece, nispeten, oranla, digerlerine gore-nazaran",in a 'relative' manner; to a 'relative' degree.,"If you proceed relatively, the risk will be minimal and easier to manage."
4423,B1-B2,relevant ,adj," konu ile ilgili, alâkalı, yerinde, yararli, uygun",describing someone or something as 'relevant'.,"Her approach is far more relevant than the previous one, which saves considerable time."
4424,B1-B2,relief ,n," rahatlama, ferahlama, dindirme",relief: a countable or uncountable noun depending on context.,"Without adequate relief, the entire plan could have fallen apart."
4425,B1-B2,relieve ,v," rahatlatmak, dindirmek, hafifletmek, yuregine su serpmek, gonlunu ferahlatmak",to relieve: to 'lieve' again or back.,"She has been trying to relieve the report, but unexpected issues kept coming up."
4426,B1-B2,relieved ,adj," rahatlamış, musterih, ferahlamis",describing someone or something as 'relieved'.,"To remain relieved under pressure, you need clear priorities and regular breaks."
4427,B1-B2,rely ,v," güvenmek, dayanmak, inanmak, itimat etmek, güvenmek, bel bağlamak",to rely: to 'ly' again or back.,"Rather than rely immediately, they compared the alternatives thoroughly."
4428,B1-B2,remark ,n," yorum, gorus, kelam",remark: a countable or uncountable noun depending on context.,His explanation clarified what the remark actually involves in practice.
4429,B1-B2,remark ,v," belirtmek, dusuncesini söylemek",to remark: to 'mark' again or back.,"She has been trying to remark the report, but unexpected issues kept coming up."
4430,B1-B2,remarkable ,adj," dikkate değer, dikkat çekici, göze çarpan",able to be 'remark'‑ed; capable or suitable.,"To remain remarkable under pressure, you need clear priorities and regular breaks."
4431,B1-B2,remarkably ,adv," dikkate değer şekilde, önemli bicimde, son derece",in a 'remarkab' manner; to a 'remarkab' degree.,"She handled the situation remarkably, even though the deadline was tight."
4432,B1-B2,reporting ,n," habercilik, raporlama",the activity or process of 'report'‑ing.,"Without adequate reporting, the entire plan could have fallen apart."
4433,B1-B2,representative ,adj," temsilci, temsili",having a tendency or function to 'representat'.,"Her approach is far more representative than the previous one, which saves considerable time."
4434,B1-B2,representative ,n," temsilci, delege, mumessil",representative: a countable or uncountable noun depending on context.,His explanation clarified what the representative actually involves in practice.
4435,B1-B2,reputation ,n," ün, ad, şöhret, itibar, nam",the act or process of 'reput'‑ing; or the result of it.,"Without adequate reputation, the entire plan could have fallen apart."
4436,B1-B2,requirement ,n," ihtiyac, gereksinim, talep, koşul",the result or process of 'require'‑ing.,"The requirement played a crucial role in the outcome, though few noticed it at first."
4437,B1-B2,rescue ,n, kurtarma,rescue: a countable or uncountable noun depending on context.,His explanation clarified what the rescue actually involves in practice.
4438,B1-B2,rescue ,v," kurtarmak, imdadina yetismek, muaf tutmak",to rescue: to 'scue' again or back.,"She has been trying to rescue the report, but unexpected issues kept coming up."
4439,B1-B2,reserve ,n, yedek,reserve: a countable or uncountable noun depending on context.,"Due to the reserve, the team had to revise the timeline, which affected several groups."
4440,B1-B2,reserve ,v," ayırmak, tutmak, tahsis etmek, rezerve etmek",to reserve: to 'serve' again or back.,"If you reserve consistently, you’ll see measurable progress within a few weeks."
4441,B1-B2,resident ,adj," oturan, yaşayan, sakin",describing someone or something as 'resident'.,"Her approach is far more resident than the previous one, which saves considerable time."
4442,B1-B2,resident ,n," oturan, ikamet eden kimse, yerli, sakin",resident: a countable or uncountable noun depending on context.,His explanation clarified what the resident actually involves in practice.
4443,B1-B2,resign ,v," istifa etmek, cekilmek, ayrılmak",to resign: to 'sign' again or back.,"Rather than resign immediately, they compared the alternatives thoroughly."
4444,B1-B2,resist ,v," direnmek, dayanmak, göğüs germek, karşı koymak",to resist: to 'sist' again or back.,"Rather than resist immediately, they compared the alternatives thoroughly."
4445,B1-B2,resolution ,n," kararlilik, azim (2)niyet, karar, önerge, teklif",the act or process of 'resolu'‑ing; or the result of it.,"Without adequate resolution, the entire plan could have fallen apart."
4446,B1-B2,resolve ,v," kesin karar vermek, azmetmek, halletmek, çözmek",to resolve: to 'solve' again or back.,"She has been trying to resolve the report, but unexpected issues kept coming up."
4447,B1-B2,resort ,n," tatil yeri, siginilacak yer, yazlik, dinlenme yeri, mesire",resort: a countable or uncountable noun depending on context.,His explanation clarified what the resort actually involves in practice.
4448,B1-B2,restore ,v," yenileştirmek, yeniden kurmak, onarmak, eski haline getirmek",to restore: to 'store' again or back.,"She has been trying to restore the report, but unexpected issues kept coming up."
4449,B1-B2,restrict ,v," sınırlamak, kısıtlamak",to restrict: to 'strict' again or back.,"If you restrict consistently, you’ll see measurable progress within a few weeks."
4450,B1-B2,restriction ,n," sınırlama, kısıtlama",the act or process of 'restric'‑ing; or the result of it.,His explanation clarified what the restriction actually involves in practice.
4451,B1-B2,retail ,n," perakende satış, perakendecilik",retail: a countable or uncountable noun depending on context.,"Without adequate retail, the entire plan could have fallen apart."
4452,B1-B2,retain ,v," sürdürmek, alıkoymak, tutmak, devam ettirmek, korumak",to retain: to 'tain' again or back.,"She has been trying to retain the report, but unexpected issues kept coming up."
4453,B1-B2,retirement ,n," emeklilik, emekliye ayrılma",the result or process of 'retire'‑ing.,"Due to the retirement, the team had to revise the timeline, which affected several groups."
4454,B1-B2,reveal ,v," açığa çıkarmak, açıklamak, ortaya çıkarmak",to reveal: to 'veal' again or back.,"She has been trying to reveal the report, but unexpected issues kept coming up."
4455,B1-B2,revenue ,n," hasilat, gelir, devlet geliri, vergi",revenue: a countable or uncountable noun depending on context.,His explanation clarified what the revenue actually involves in practice.
4456,B1-B2,revision ,n," gözden geçirme, tekrar, revizyon",the act or process of 'revi'‑ing; or the result of it.,"The revision played a crucial role in the outcome, though few noticed it at first."
4457,B1-B2,revolution ,n," ihtilal, devrim, inkilap",the act or process of 'revolu'‑ing; or the result of it.,"Due to the revolution, the team had to revise the timeline, which affected several groups."
4458,B1-B2,reward ,n," ödül, mükâfat",reward: a countable or uncountable noun depending on context.,"Due to the reward, the team had to revise the timeline, which affected several groups."
4459,B1-B2,reward ,v, ödül vermek,to reward: to 'ward' again or back.,"Rather than reward immediately, they compared the alternatives thoroughly."
4460,B1-B2,rhythm ,n," ritim, ahenk",rhythm: a countable or uncountable noun depending on context.,"Due to the rhythm, the team had to revise the timeline, which affected several groups."
4461,B1-B2,rid ,v," başından atmak, temizlemek,  defetmek",to rid: to perform the action of 'rid'.,"If you rid consistently, you’ll see measurable progress within a few weeks."
4462,B1-B2,ridiculous ,adj," gülünç, komik, saçma, rezalet",having the quality of 'ridicul'.,The summary is sufficiently ridiculous for a board-level discussion.
4463,B1-B2,risky ,adj," tehlikeli, riskli",somewhat like 'risk'; having that quality.,The summary is sufficiently risky for a board-level discussion.
4464,B1-B2,rival ,adj, rakip,related to or characteristic of 'riv'.,"To remain rival under pressure, you need clear priorities and regular breaks."
4465,B1-B2,rival ,n," rakip, hasım",rival: a countable or uncountable noun depending on context.,"Due to the rival, the team had to revise the timeline, which affected several groups."
4466,B1-B2,rob ,v, soymak (hırsızlık),to rob: to perform the action of 'rob'.,"She has been trying to rob the report, but unexpected issues kept coming up."
4467,B1-B2,robbery ,n," hırsızlık, soygun",robbery: a countable or uncountable noun depending on context.,His explanation clarified what the robbery actually involves in practice.
4468,B1-B2,rocket ,n, füze,rocket: a countable or uncountable noun depending on context.,"Without adequate rocket, the entire plan could have fallen apart."
4469,B1-B2,romance ,n," macera, aşk romanı, romantizm",romance: a countable or uncountable noun depending on context.,"The romance played a crucial role in the outcome, though few noticed it at first."
4470,B1-B2,root ,n," kök, köken, kaynak",root: a countable or uncountable noun depending on context.,"The root played a crucial role in the outcome, though few noticed it at first."
4471,B1-B2,rose ,n, gül,rose: a countable or uncountable noun depending on context.,"Without adequate rose, the entire plan could have fallen apart."
4472,B1-B2,roughly ,adv," yaklaşık olarak, kabaca, aşağı yukarı, tahminen",in a 'rough' manner; to a 'rough' degree.,"She handled the situation roughly, even though the deadline was tight."
4473,B1-B2,round ,n," dizi, seri, raunt",round: a countable or uncountable noun depending on context.,"The round played a crucial role in the outcome, though few noticed it at first."
4474,B1-B2,routine ,adj," rutin, alışılmış",describing someone or something as 'routine'.,"To remain routine under pressure, you need clear priorities and regular breaks."
4475,B1-B2,rub ,v," surtmek, ovmak, ovuşturmak",to rub: to perform the action of 'rub'.,"If you rub consistently, you’ll see measurable progress within a few weeks."
4476,B1-B2,rubber ,adj," lastikten yapılmış, kaucuk ureten",describing someone or something as 'rubber'.,"To remain rubber under pressure, you need clear priorities and regular breaks."
4477,B1-B2,rubber ,n," silgi; lastik, kauçuk",a person or thing that 'rubb'‑s.,"Due to the rubber, the team had to revise the timeline, which affected several groups."
4478,B1-B2,ruin ,n," kalıntı, enkaz",ruin: a countable or uncountable noun depending on context.,"Due to the ruin, the team had to revise the timeline, which affected several groups."
4479,B1-B2,ruin ,v," mahvetmek, bozmak, harap etmek, yıkmak",to ruin: to perform the action of 'ruin'.,"Rather than ruin immediately, they compared the alternatives thoroughly."
4480,B1-B2,rural ,adj," kırsal, tasra, köy yaşamına ait",related to or characteristic of 'rur'.,"Although the plan looked rural at first, it turned out to be highly effective."
4481,B1-B2,rush ,n," acele, telaş",rush: a countable or uncountable noun depending on context.,"Without adequate rush, the entire plan could have fallen apart."
4482,B1-B2,rush ,v," acele etmek, koşturmak",to rush: to perform the action of 'rush'.,We were advised to rush carefully so we wouldn’t overlook any detail.
4483,C1,radar ,n, radar,radar: a countable or uncountable noun depending on context.,"The radar played a crucial role in the outcome, though few noticed it at first."
4484,C1,radical ,adj," radikal, kökten, köklü, köksel",related to or characteristic of 'rad'.,The summary is sufficiently radical for a board-level discussion.
4485,C1,rage ,n," öfke, kızgınlık, gazap",rage: a countable or uncountable noun depending on context.,"Due to the rage, the team had to revise the timeline, which affected several groups."
4486,C1,raid ,n," baskın, saldırı",raid: a countable or uncountable noun depending on context.,"Without adequate raid, the entire plan could have fallen apart."
4487,C1,raid ,v," hücum etmek, baskın yapmak, yağmalamak",to raid: to perform the action of 'raid'.,We were advised to raid carefully so we wouldn’t overlook any detail.
4488,C1,rally ,n," toplantı, miting; ralli",rally: a countable or uncountable noun depending on context.,"Due to the rally, the team had to revise the timeline, which affected several groups."
4489,C1,rally ,v," topla(n)mak, bir araya gelmek, birleşmek",to rally: to perform the action of 'rally'.,"Rather than rally immediately, they compared the alternatives thoroughly."
4490,C1,ranking ,n, en yüksek rütbeli,the activity or process of 'rank'‑ing.,"The ranking played a crucial role in the outcome, though few noticed it at first."
4491,C1,rape ,n," gasp, tecavüz",rape: a countable or uncountable noun depending on context.,His explanation clarified what the rape actually involves in practice.
4492,C1,rape ,v," ırza geçmek, tecavüz etmek",to rape: to perform the action of 'rape'.,"Rather than rape immediately, they compared the alternatives thoroughly."
4493,C1,ratio ,n," oran, nispet",ratio: a countable or uncountable noun depending on context.,"Due to the ratio, the team had to revise the timeline, which affected several groups."
4494,C1,rational ,adj," manaklı başında, tıklı, oranlı, akla yatkın",related to or characteristic of 'ration'.,"To remain rational under pressure, you need clear priorities and regular breaks."
4495,C1,ray ,n," ışın, ışık huzmesi, iz",ray: a countable or uncountable noun depending on context.,"Due to the ray, the team had to revise the timeline, which affected several groups."
4496,C1,readily ,adv," isteyerek, kolaylıkla",in a 'readi' manner; to a 'readi' degree.,The system now runs readily after the latest patch.
4497,C1,realization ,n," idrak, anlama, farkında olma",the act or process of 'realiz'‑ing; or the result of it.,His explanation clarified what the realization actually involves in practice.
4498,C1,realm ,n," alan, saha; krallık",realm: a countable or uncountable noun depending on context.,His explanation clarified what the realm actually involves in practice.
4499,C1,rear ,adj, arka,describing someone or something as 'rear'.,"Although the plan looked rear at first, it turned out to be highly effective."
4500,C1,rear ,n," arka, geri",rear: a countable or uncountable noun depending on context.,"The rear played a crucial role in the outcome, though few noticed it at first."
4501,C1,reasoning ,n, mantıklı düşünme,the activity or process of 'reason'‑ing.,"Without adequate reasoning, the entire plan could have fallen apart."
4502,C1,reassure ,v," içini rahatlatmak, güvenini pekiştirmek",to reassure: to 'assure' again or back.,"She has been trying to reassure the report, but unexpected issues kept coming up."
4503,C1,rebel ,n, isyancı,rebel: a countable or uncountable noun depending on context.,His explanation clarified what the rebel actually involves in practice.
4504,C1,rebellion ,n," isyan, ayaklanma",rebellion: a countable or uncountable noun depending on context.,"The rebellion played a crucial role in the outcome, though few noticed it at first."
4505,C1,recipient ,n," alıcı, alan kimse",recipient: a countable or uncountable noun depending on context.,"Without adequate recipient, the entire plan could have fallen apart."
4506,C1,reconstruction ,n," yeniden yapım, yeniden inşa",the act or process of 'reconstruc'‑ing; or the result of it.,"Without adequate reconstruction, the entire plan could have fallen apart."
4507,C1,recount ,v, yeniden saymak,to recount: to 'count' again or back.,We were advised to recount carefully so we wouldn’t overlook any detail.
4508,C1,referendum ,n, halk oylaması,referendum: a countable or uncountable noun depending on context.,"Due to the referendum, the team had to revise the timeline, which affected several groups."
4509,C1,reflection ,n," yansıma, görünüm",the act or process of 'reflec'‑ing; or the result of it.,"Without adequate reflection, the entire plan could have fallen apart."
4510,C1,reform ,n," yenilik, ıslahat",reform: a countable or uncountable noun depending on context.,His explanation clarified what the reform actually involves in practice.
4511,C1,reform ,v," reform yapmak, düzeltmek, değiştirmek",to reform: to 'form' again or back.,"She has been trying to reform the report, but unexpected issues kept coming up."
4512,C1,refuge ,n, sığınak,refuge: a countable or uncountable noun depending on context.,"Without adequate refuge, the entire plan could have fallen apart."
4513,C1,refusal ,n," ret, kabul etmeme",refusal: a countable or uncountable noun depending on context.,"The refusal played a crucial role in the outcome, though few noticed it at first."
4514,C1,regain ,v, geri kazanmak,to regain: to 'gain' again or back.,"She has been trying to regain the report, but unexpected issues kept coming up."
4515,C1,regardless ,adv," her şeye rağmen, ne olursa olsun, gene de",in a manner related to 'regardless'.,The system now runs regardless after the latest patch.
4516,C1,regime ,n," rejim, yönetim şekli, düzen",regime: a countable or uncountable noun depending on context.,"Without adequate regime, the entire plan could have fallen apart."
4517,C1,regulator ,n," düzenleyici, regülatör",a person or thing that 'regulat'‑s.,"Due to the regulator, the team had to revise the timeline, which affected several groups."
4518,C1,regulatory ,adj, düzenleyici,somewhat like 'regulator'; having that quality.,"Her approach is far more regulatory than the previous one, which saves considerable time."
4519,C1,rehabilitation ,n, rehabilitasyon,the act or process of 'rehabilit'‑ing; or the result of it.,His explanation clarified what the rehabilitation actually involves in practice.
4520,C1,reign ,n," devir, hükümdarlık",reign: a countable or uncountable noun depending on context.,His explanation clarified what the reign actually involves in practice.
4521,C1,reign ,v," hüküm sürmek, egemen olmak",to reign: to 'ign' again or back.,"Rather than reign immediately, they compared the alternatives thoroughly."
4522,C1,rejection ,n," ret, geri çevirme",the act or process of 'rejec'‑ing; or the result of it.,"Without adequate rejection, the entire plan could have fallen apart."
4523,C1,relevance ,n," ilişki, alaka",relevance: a countable or uncountable noun depending on context.,His explanation clarified what the relevance actually involves in practice.
4524,C1,reliability ,n, güvenilirlik,the quality or state of being 'reliabil'.,"Due to the reliability, the team had to revise the timeline, which affected several groups."
4525,C1,reluctant ,adj," isteksiz, gönülsüz, ağırdan alan",describing someone or something as 'reluctant'.,"Her approach is far more reluctant than the previous one, which saves considerable time."
4526,C1,remainder ,n," artan, geriye kalan",a person or thing that 'remaind'‑s.,"Due to the remainder, the team had to revise the timeline, which affected several groups."
4527,C1,remains ,n," kalıntılar, harabeler, ceset, ceset kalıntısı",remains: a countable or uncountable noun depending on context.,His explanation clarified what the remains actually involves in practice.
4528,C1,remedy ,n," ilaç, tedavi, deva, çare",remedy: a countable or uncountable noun depending on context.,"The remedy played a crucial role in the outcome, though few noticed it at first."
4529,C1,reminder ,n, hatırlatıcı şey,a person or thing that 'remind'‑s.,"The reminder played a crucial role in the outcome, though few noticed it at first."
4530,C1,removal ,n, ortadan kaldırma,removal: a countable or uncountable noun depending on context.,"Due to the removal, the team had to revise the timeline, which affected several groups."
4531,C1,render ,v," vermek, çevirmek, yorumlamak, dönüştürmek",to render: to 'nder' again or back.,"Rather than render immediately, they compared the alternatives thoroughly."
4532,C1,renew ,v," yenilemek, bakım yapmak",to renew: to 'new' again or back.,"Rather than renew immediately, they compared the alternatives thoroughly."
4533,C1,renowned ,adj," ünlü, meşhur",describing someone or something as 'renowned'.,"Although the plan looked renowned at first, it turned out to be highly effective."
4534,C1,rental ,n," kira bedeli, kira",rental: a countable or uncountable noun depending on context.,"Without adequate rental, the entire plan could have fallen apart."
4535,C1,replacement ,n, yerine geçme,the result or process of 'replace'‑ing.,"Without adequate replacement, the entire plan could have fallen apart."
4536,C1,reportedly ,adv," söylendiğine göre, söylenenlere göre",in a 'reported' manner; to a 'reported' degree.,"They communicated reportedly, which prevented a serious misunderstanding."
4537,C1,representation ,n," temsil, sembol, tasvir",the act or process of 'represent'‑ing; or the result of it.,His explanation clarified what the representation actually involves in practice.
